 CHR_A         BP_A       SNP_A      MAF_A  CHR_B         BP_B       SNP_B      MAF_B           R2 
     6      2845386   6:2845386   0.245902      6      1551606   6:1551606   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1551681   6:1551681   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1551700   6:1551700   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1551867   6:1551867   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1551962   6:1551962  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1552009   6:1552009   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1552097   6:1552097   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1552115   6:1552115   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1552627   6:1552627   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552629   6:1552629   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552631   6:1552631   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552645   6:1552645   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552654   6:1552654   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1552656   6:1552656   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552663   6:1552663   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552664   6:1552664   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552673   6:1552673   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552674   6:1552674   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552683   6:1552683   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552690   6:1552690   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552694   6:1552694   0.180328     0.388553 
     6      2845386   6:2845386   0.245902      6      1552781   6:1552781   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1552810   6:1552810   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1552811   6:1552811   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1552812   6:1552812   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1552818   6:1552818  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1552852   6:1552852   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1552858   6:1552858   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1552859   6:1552859   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1552965   6:1552965  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1552975   6:1552975   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1554348   6:1554348  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1554401   6:1554401  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1554437   6:1554437  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1554519   6:1554519   0.180328     0.274912 
     6      2845386   6:2845386   0.245902      6      1554613   6:1554613  0.0983607    0.0379842 
     6      2845386   6:2845386   0.245902      6      1554929   6:1554929  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1554959   6:1554959   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1555167   6:1555167  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1555269   6:1555269   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1555349   6:1555349   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1555402   6:1555402  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1555503   6:1555503   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1555532   6:1555532  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1555536   6:1555536   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1555554   6:1555554   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1555802   6:1555802  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1555839   6:1555839   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1556036   6:1556036   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556162   6:1556162   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1556289   6:1556289   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556316   6:1556316   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556342   6:1556342   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556373   6:1556373   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556388   6:1556388   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1556412   6:1556412   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556422   6:1556422   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1556520   6:1556520   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556622   6:1556622  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1556633   6:1556633   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556677   6:1556677   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556787   6:1556787   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556801   6:1556801   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1556822   6:1556822   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1556831   6:1556831   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1556833   6:1556833  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1556854   6:1556854  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1556898   6:1556898   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1556921   6:1556921  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1556947   6:1556947   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1557202   6:1557202   0.311475      0.36288 
     6      2845386   6:2845386   0.245902      6      1557222   6:1557222   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1557238   6:1557238   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1557246   6:1557246  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1557309   6:1557309   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1557340   6:1557340  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1557343   6:1557343  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1557426   6:1557426   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1557523   6:1557523   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1557607   6:1557607   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1557652   6:1557652  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1557714   6:1557714  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1557784   6:1557784  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1557794   6:1557794   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1557857   6:1557857  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1557974   6:1557974  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558084   6:1558084   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1558157   6:1558157  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558220   6:1558220  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558224   6:1558224   0.278689     0.244178 
     6      2845386   6:2845386   0.245902      6      1558289   6:1558289   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558297   6:1558297   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558299   6:1558299   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558303   6:1558303  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558309   6:1558309   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1558328   6:1558328   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558338   6:1558338   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558344   6:1558344   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558352   6:1558352   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558354   6:1558354   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558370   6:1558370   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558373   6:1558373   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558409   6:1558409   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558414   6:1558414  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558420   6:1558420  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558423   6:1558423  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558430   6:1558430  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558434   6:1558434  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558437   6:1558437   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558438   6:1558438  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558440   6:1558440  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558462   6:1558462  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1558477   6:1558477   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558635   6:1558635   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558803   6:1558803   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558833   6:1558833   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558852   6:1558852   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558908   6:1558908   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558909   6:1558909   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1558999   6:1558999  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1559001   6:1559001  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1559016   6:1559016   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1559019   6:1559019   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1559020   6:1559020   0.213115     0.400002 
     6      2845386   6:2845386   0.245902      6      1559030   6:1559030  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1559041   6:1559041  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1559044   6:1559044  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1559259   6:1559259  0.0819672   0.00101449 
     6      2845386   6:2845386   0.245902      6      1559305   6:1559305  0.0819672   0.00101449 
     6      2845386   6:2845386   0.245902      6      1559342   6:1559342  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1559515   6:1559515   0.295082     0.301092 
     6      2845386   6:2845386   0.245902      6      1559638   6:1559638  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1559640   6:1559640   0.311475      0.36288 
     6      2845386   6:2845386   0.245902      6      1559665   6:1559665  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1559973   6:1559973   0.114754    0.0233264 
     6      2845386   6:2845386   0.245902      6      1560079   6:1560079   0.114754    0.0233264 
     6      2845386   6:2845386   0.245902      6      1561061   6:1561061   0.147541    0.0894959 
     6      2845386   6:2845386   0.245902      6      1561421   6:1561421   0.114754    0.0233264 
     6      2845386   6:2845386   0.245902      6      1561427   6:1561427   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1562043   6:1562043  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1563894   6:1563894  0.0819672   0.00101449 
     6      2845386   6:2845386   0.245902      6      1564518   6:1564518   0.131148     0.322153 
     6      2845386   6:2845386   0.245902      6      1564692   6:1564692   0.180328     0.274912 
     6      2845386   6:2845386   0.245902      6      1565171   6:1565171  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1565552   6:1565552  0.0819672   0.00101449 
     6      2845386   6:2845386   0.245902      6      1566585   6:1566585   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1566588   6:1566588   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1566966   6:1566966  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1567181   6:1567181   0.114754    0.0233264 
     6      2845386   6:2845386   0.245902      6      1567610   6:1567610   0.114754    0.0233264 
     6      2845386   6:2845386   0.245902      6      1567970   6:1567970  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1568077   6:1568077   0.114754    0.0233264 
     6      2845386   6:2845386   0.245902      6      1570335   6:1570335  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1572824   6:1572824  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1572974   6:1572974  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1573659   6:1573659  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1574781   6:1574781  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1575379   6:1575379   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1575380   6:1575380   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1576038   6:1576038  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1576489   6:1576489   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1577243   6:1577243  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1577252   6:1577252   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1577778   6:1577778  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1578534   6:1578534  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1580615   6:1580615   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1582755   6:1582755  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1583611   6:1583611  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1584332   6:1584332  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1584355   6:1584355  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1584591   6:1584591  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1584755   6:1584755   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1584845   6:1584845  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1585298   6:1585298  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1585793   6:1585793   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1586664   6:1586664  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1589089   6:1589089  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1589385   6:1589385  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1591606   6:1591606  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1591619   6:1591619   0.114754   0.00110804 
     6      2845386   6:2845386   0.245902      6      1592018   6:1592018  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1592020   6:1592020  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1592227   6:1592227   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1592258   6:1592258  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1592261   6:1592261  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1592494   6:1592494  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1593095   6:1593095   0.311475      0.36288 
     6      2845386   6:2845386   0.245902      6      1593126   6:1593126  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1593283   6:1593283  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1593312   6:1593312  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1593683   6:1593683  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1593863   6:1593863  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1593919   6:1593919  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1594254   6:1594254  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1595102   6:1595102  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1595225   6:1595225  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1595729   6:1595729  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1595757   6:1595757  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1595880   6:1595880  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1595954   6:1595954  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1596021   6:1596021  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1596022   6:1596022  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1596507   6:1596507  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1596581   6:1596581  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1596604   6:1596604  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1596639   6:1596639  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1596641   6:1596641  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1597190   6:1597190  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1597877   6:1597877  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1598373   6:1598373  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1598542   6:1598542  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1598654   6:1598654  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1598718   6:1598718  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1599350   6:1599350  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1599410   6:1599410  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1599491   6:1599491   0.147541    0.0894959 
     6      2845386   6:2845386   0.245902      6      1599613   6:1599613  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1599798   6:1599798  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1599805   6:1599805  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1599876   6:1599876  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1600317   6:1600317   0.131148     0.322153 
     6      2845386   6:2845386   0.245902      6      1600321   6:1600321   0.147541  0.000523349 
     6      2845386   6:2845386   0.245902      6      1600455   6:1600455  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1600466   6:1600466  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1601102   6:1601102  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1601115   6:1601115  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1601694   6:1601694  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1602949   6:1602949  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1605882   6:1605882  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1606851   6:1606851   0.147541     0.264041 
     6      2845386   6:2845386   0.245902      6      1607688   6:1607688  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1607887   6:1607887  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1608978   6:1608978   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1610863   6:1610863   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1610938   6:1610938  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1611337   6:1611337   0.196721     0.233816 
     6      2845386   6:2845386   0.245902      6      1611582   6:1611582  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1612715   6:1612715   0.360656     0.362098 
     6      2845386   6:2845386   0.245902      6      1613081   6:1613081  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1614342   6:1614342  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1614471   6:1614471  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1615205   6:1615205   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1616314   6:1616314   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1619435   6:1619435   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1619580   6:1619580  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1619945   6:1619945  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1620271   6:1620271   0.147541     0.264041 
     6      2845386   6:2845386   0.245902      6      1621699   6:1621699  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1621951   6:1621951  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1622268   6:1622268  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1623054   6:1623054   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1623841   6:1623841  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1624264   6:1624264  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1624708   6:1624708  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1625130   6:1625130   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1625649   6:1625649   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1625706   6:1625706  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1625800   6:1625800  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1626097   6:1626097  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1626659   6:1626659   0.196721     0.233816 
     6      2845386   6:2845386   0.245902      6      1627253   6:1627253   0.131148     0.322153 
     6      2845386   6:2845386   0.245902      6      1627286   6:1627286   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1627480   6:1627480  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1627547   6:1627547  0.0819672    0.0291149 
     6      2845386   6:2845386   0.245902      6      1627688   6:1627688  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1627874   6:1627874  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1627936   6:1627936  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1628579   6:1628579  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1628622   6:1628622  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1628914   6:1628914  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1629157   6:1629157  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1629356   6:1629356  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1629766   6:1629766  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1630202   6:1630202  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1630291   6:1630291   0.327869     0.329841 
     6      2845386   6:2845386   0.245902      6      1630704   6:1630704  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1630859   6:1630859   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1631132   6:1631132  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1631271   6:1631271  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1631567   6:1631567  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1631928   6:1631928  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1632421   6:1632421  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1633519   6:1633519  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1633954   6:1633954  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1634015   6:1634015  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1634021   6:1634021  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1634487   6:1634487   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1634908   6:1634908   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1635035   6:1635035  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1635418   6:1635418  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1635470   6:1635470   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1635898   6:1635898   0.213115     0.291054 
     6      2845386   6:2845386   0.245902      6      1639125   6:1639125  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1639350   6:1639350   0.180328     0.106458 
     6      2845386   6:2845386   0.245902      6      1640631   6:1640631  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1641274   6:1641274  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1641344   6:1641344   0.147541    0.0894959 
     6      2845386   6:2845386   0.245902      6      1641394   6:1641394  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1641516   6:1641516   0.131148    0.0525567 
     6      2845386   6:2845386   0.245902      6      1641654   6:1641654   0.163934    0.0251094 
     6      2845386   6:2845386   0.245902      6      1641925   6:1641925  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1642106   6:1642106   0.213115     0.125009 
     6      2845386   6:2845386   0.245902      6      1642139   6:1642139  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1642374   6:1642374  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1642425   6:1642425  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1642535   6:1642535  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1644696   6:1644696  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1644846   6:1644846  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1644848   6:1644848  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1645219   6:1645219  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1645239   6:1645239  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1645322   6:1645322   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1645341   6:1645341  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1645362   6:1645362  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1646076   6:1646076  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1646997   6:1646997  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1647019   6:1647019  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1647913   6:1647913  0.0819672    0.0114337 
     6      2845386   6:2845386   0.245902      6      1648251   6:1648251  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1648369   6:1648369  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1648697   6:1648697  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1648952   6:1648952  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1649108   6:1649108   0.344262      0.39421 
     6      2845386   6:2845386   0.245902      6      1649414   6:1649414  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1650045   6:1650045   0.163934     0.218042 
     6      2845386   6:2845386   0.245902      6      1650132   6:1650132  0.0983607   0.00449715 
     6      2845386   6:2845386   0.245902      6      1650651   6:1650651  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1650847   6:1650847  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1651504   6:1651504  0.0655738    0.0228833 
     6      2845386   6:2845386   0.245902      6      1651628   6:1651628  0.0983607   0.00449715 
