 CHR_A         BP_A        SNP_A      MAF_A  CHR_B         BP_B        SNP_B      MAF_B           R2 
     3     12671802   3:12671802   0.442623      3     12315180   3:12315180  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315184   3:12315184  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315186   3:12315186  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315191   3:12315191  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315193   3:12315193   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12315204   3:12315204  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315216   3:12315216  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315233   3:12315233  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315245   3:12315245  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315259   3:12315259  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315301   3:12315301  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315304   3:12315304  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315318   3:12315318  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315328   3:12315328  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315351   3:12315351  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315362   3:12315362  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315367   3:12315367  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315400   3:12315400  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315490   3:12315490  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315492   3:12315492  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315511   3:12315511  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315557   3:12315557  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315586   3:12315586  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315598   3:12315598  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315604   3:12315604  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315619   3:12315619  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315620   3:12315620  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315629   3:12315629  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315640   3:12315640  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315641   3:12315641  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315647   3:12315647  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12315668   3:12315668  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12316299   3:12316299   0.360656    0.0354081 
     3     12671802   3:12671802   0.442623      3     12316343   3:12316343   0.229508    0.0629507 
     3     12671802   3:12671802   0.442623      3     12317097   3:12317097  0.0655738     0.010554 
     3     12671802   3:12671802   0.442623      3     12317369   3:12317369  0.0655738     0.010554 
     3     12671802   3:12671802   0.442623      3     12317631   3:12317631  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12317636   3:12317636  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12317697   3:12317697  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12317707   3:12317707  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12317708   3:12317708  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12317761   3:12317761  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12317765   3:12317765  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12317777   3:12317777  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12317976   3:12317976  0.0819672    0.0213041 
     3     12671802   3:12671802   0.442623      3     12317977   3:12317977   0.311475     0.467161 
     3     12671802   3:12671802   0.442623      3     12318012   3:12318012   0.262295    0.0244024 
     3     12671802   3:12671802   0.442623      3     12318416   3:12318416   0.311475    0.0294978 
     3     12671802   3:12671802   0.442623      3     12318791   3:12318791   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12318792   3:12318792   0.360656     0.282849 
     3     12671802   3:12671802   0.442623      3     12318814   3:12318814   0.377049     0.360753 
     3     12671802   3:12671802   0.442623      3     12318937   3:12318937   0.262295    0.0244024 
     3     12671802   3:12671802   0.442623      3     12319017   3:12319017  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319046   3:12319046  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319051   3:12319051  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319054   3:12319054  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319062   3:12319062  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319063   3:12319063  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319078   3:12319078  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319104   3:12319104  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319119   3:12319119  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319121   3:12319121  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319147   3:12319147  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319162   3:12319162  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319170   3:12319170  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319171   3:12319171  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319184   3:12319184  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319188   3:12319188  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319216   3:12319216  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319217   3:12319217   0.131148    0.0227011 
     3     12671802   3:12671802   0.442623      3     12319218   3:12319218  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319236   3:12319236  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319272   3:12319272  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319287   3:12319287  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319299   3:12319299  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319309   3:12319309   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12319368   3:12319368  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319373   3:12319373  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319383   3:12319383  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319420   3:12319420   0.131148    0.0227011 
     3     12671802   3:12671802   0.442623      3     12319436   3:12319436  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319440   3:12319440  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319441   3:12319441  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319445   3:12319445  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319447   3:12319447  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319473   3:12319473  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12319782   3:12319782   0.360656     0.322501 
     3     12671802   3:12671802   0.442623      3     12320964   3:12320964  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12320978   3:12320978  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321012   3:12321012  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321029   3:12321029  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321120   3:12321120   0.442623     0.286073 
     3     12671802   3:12671802   0.442623      3     12321125   3:12321125  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321134   3:12321134  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321178   3:12321178  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321187   3:12321187   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12321197   3:12321197  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321230   3:12321230  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321236   3:12321236  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321242   3:12321242  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321284   3:12321284  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321305   3:12321305  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321320   3:12321320  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321322   3:12321322  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321379   3:12321379  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321384   3:12321384  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321388   3:12321388  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321397   3:12321397  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321401   3:12321401  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321405   3:12321405  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321406   3:12321406  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321413   3:12321413  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321479   3:12321479  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321486   3:12321486  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321489   3:12321489  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12321686   3:12321686   0.344262     0.365651 
     3     12671802   3:12671802   0.442623      3     12322522   3:12322522  0.0983607     0.086631 
     3     12671802   3:12671802   0.442623      3     12322918   3:12322918   0.344262     0.365651 
     3     12671802   3:12671802   0.442623      3     12323412   3:12323412   0.344262     0.365651 
     3     12671802   3:12671802   0.442623      3     12323643   3:12323643   0.114754    0.0472156 
     3     12671802   3:12671802   0.442623      3     12323687   3:12323687  0.0983607   0.00145573 
     3     12671802   3:12671802   0.442623      3     12323831   3:12323831  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12324139   3:12324139   0.360656     0.322501 
     3     12671802   3:12671802   0.442623      3     12324181   3:12324181    0.42623     0.135143 
     3     12671802   3:12671802   0.442623      3     12324186   3:12324186  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12324281   3:12324281   0.114754    0.0472156 
     3     12671802   3:12671802   0.442623      3     12324336   3:12324336   0.114754    0.0472156 
     3     12671802   3:12671802   0.442623      3     12324840   3:12324840  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12325219   3:12325219  0.0655738    0.0557276 
     3     12671802   3:12671802   0.442623      3     12325230   3:12325230  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12325395   3:12325395   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12325494   3:12325494  0.0983607     0.086631 
     3     12671802   3:12671802   0.442623      3     12325596   3:12325596   0.344262     0.365651 
     3     12671802   3:12671802   0.442623      3     12325969   3:12325969  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12326003   3:12326003  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12326288   3:12326288  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12326358   3:12326358   0.344262     0.365651 
     3     12671802   3:12671802   0.442623      3     12326665   3:12326665   0.327869     0.169309 
     3     12671802   3:12671802   0.442623      3     12326686   3:12326686  0.0983607     0.086631 
     3     12671802   3:12671802   0.442623      3     12326716   3:12326716  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12327075   3:12327075  0.0983607     0.086631 
     3     12671802   3:12671802   0.442623      3     12327283   3:12327283  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12327529   3:12327529   0.344262     0.365651 
     3     12671802   3:12671802   0.442623      3     12327605   3:12327605  0.0983607     0.086631 
     3     12671802   3:12671802   0.442623      3     12328097   3:12328097   0.311475     0.467161 
     3     12671802   3:12671802   0.442623      3     12328241   3:12328241   0.344262     0.365651 
     3     12671802   3:12671802   0.442623      3     12328516   3:12328516  0.0819672    0.0709034 
     3     12671802   3:12671802   0.442623      3     12328534   3:12328534   0.311475     0.374815 
     3     12671802   3:12671802   0.442623      3     12328540   3:12328540  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12328587   3:12328587   0.409836     0.283534 
     3     12671802   3:12671802   0.442623      3     12328588   3:12328588   0.409836     0.216569 
     3     12671802   3:12671802   0.442623      3     12328589   3:12328589   0.393443      0.24841 
     3     12671802   3:12671802   0.442623      3     12328687   3:12328687   0.295082     0.254211 
     3     12671802   3:12671802   0.442623      3     12328885   3:12328885   0.327869     0.328138 
     3     12671802   3:12671802   0.442623      3     12328893   3:12328893  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12329174   3:12329174  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12329218   3:12329218   0.344262     0.365651 
     3     12671802   3:12671802   0.442623      3     12329394   3:12329394   0.442623     0.286073 
     3     12671802   3:12671802   0.442623      3     12329400   3:12329400   0.180328     0.110311 
     3     12671802   3:12671802   0.442623      3     12329401   3:12329401  0.0819672    0.0213041 
     3     12671802   3:12671802   0.442623      3     12329490   3:12329490   0.442623     0.286073 
     3     12671802   3:12671802   0.442623      3     12329977   3:12329977   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12330020   3:12330020   0.459016     0.127608 
     3     12671802   3:12671802   0.442623      3     12330683   3:12330683   0.327869     0.169309 
     3     12671802   3:12671802   0.442623      3     12331691   3:12331691   0.327869     0.169309 
     3     12671802   3:12671802   0.442623      3     12331869   3:12331869  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12331913   3:12331913   0.327869     0.169309 
     3     12671802   3:12671802   0.442623      3     12333282   3:12333282   0.344262     0.191223 
     3     12671802   3:12671802   0.442623      3     12333294   3:12333294   0.491803     0.142668 
     3     12671802   3:12671802   0.442623      3     12333300   3:12333300   0.491803     0.121447 
     3     12671802   3:12671802   0.442623      3     12333310   3:12333310    0.47541     0.204118 
     3     12671802   3:12671802   0.442623      3     12333485   3:12333485    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12333515   3:12333515    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12333516   3:12333516  0.0655738     0.010554 
     3     12671802   3:12671802   0.442623      3     12333731   3:12333731    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12333891   3:12333891    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12333936   3:12333936    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12333942   3:12333942    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12334033   3:12334033   0.377049     0.447198 
     3     12671802   3:12671802   0.442623      3     12334169   3:12334169   0.442623     0.156361 
     3     12671802   3:12671802   0.442623      3     12334209   3:12334209  0.0983607     0.086631 
     3     12671802   3:12671802   0.442623      3     12334234   3:12334234    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12334305   3:12334305    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12334370   3:12334370    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12334375   3:12334375   0.327869     0.169309 
     3     12671802   3:12671802   0.442623      3     12334689   3:12334689    0.47541     0.366803 
     3     12671802   3:12671802   0.442623      3     12334709   3:12334709   0.442623      0.36157 
     3     12671802   3:12671802   0.442623      3     12335019   3:12335019   0.360656     0.322501 
     3     12671802   3:12671802   0.442623      3     12335079   3:12335079   0.360656     0.106039 
     3     12671802   3:12671802   0.442623      3     12335304   3:12335304   0.327869     0.169309 
     3     12671802   3:12671802   0.442623      3     12335354   3:12335354    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12335614   3:12335614  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12335621   3:12335621   0.327869     0.169309 
     3     12671802   3:12671802   0.442623      3     12335750   3:12335750    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12335811   3:12335811    0.42623     0.188667 
     3     12671802   3:12671802   0.442623      3     12335978   3:12335978  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12336023   3:12336023  0.0983607     0.086631 
     3     12671802   3:12671802   0.442623      3     12336064   3:12336064  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12336070   3:12336070  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12336176   3:12336176  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12336204   3:12336204  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12336275   3:12336275  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12336289   3:12336289  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12336568   3:12336568  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12336729   3:12336729   0.311475     0.467161 
     3     12671802   3:12671802   0.442623      3     12337093   3:12337093  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12337117   3:12337117  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12337213   3:12337213  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12337224   3:12337224  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12337623   3:12337623  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12337739   3:12337739   0.327869     0.169309 
     3     12671802   3:12671802   0.442623      3     12337937   3:12337937   0.147541    0.0340786 
     3     12671802   3:12671802   0.442623      3     12338205   3:12338205   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12338316   3:12338316  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12339149   3:12339149   0.147541    0.0340786 
     3     12671802   3:12671802   0.442623      3     12340257   3:12340257   0.147541    0.0340786 
     3     12671802   3:12671802   0.442623      3     12340430   3:12340430   0.147541    0.0340786 
     3     12671802   3:12671802   0.442623      3     12340447   3:12340447   0.147541    0.0340786 
     3     12671802   3:12671802   0.442623      3     12340753   3:12340753    0.47541     0.366803 
     3     12671802   3:12671802   0.442623      3     12340846   3:12340846  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12341684   3:12341684    0.47541     0.366803 
     3     12671802   3:12671802   0.442623      3     12341972   3:12341972    0.47541     0.366803 
     3     12671802   3:12671802   0.442623      3     12341973   3:12341973    0.47541     0.366803 
     3     12671802   3:12671802   0.442623      3     12342394   3:12342394   0.114754     0.102941 
     3     12671802   3:12671802   0.442623      3     12342395   3:12342395  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12342411   3:12342411  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12342663   3:12342663  0.0655738     0.010554 
     3     12671802   3:12671802   0.442623      3     12342757   3:12342757  0.0819672    0.0213041 
     3     12671802   3:12671802   0.442623      3     12343177   3:12343177   0.393443     0.491532 
     3     12671802   3:12671802   0.442623      3     12343266   3:12343266  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12343337   3:12343337  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12343465   3:12343465  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12343534   3:12343534   0.114754     0.102941 
     3     12671802   3:12671802   0.442623      3     12343559   3:12343559  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12343583   3:12343583  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12343675   3:12343675  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12343804   3:12343804  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12343874   3:12343874   0.114754     0.102941 
     3     12671802   3:12671802   0.442623      3     12343940   3:12343940   0.393443     0.422689 
     3     12671802   3:12671802   0.442623      3     12343974   3:12343974  0.0819672    0.0213041 
     3     12671802   3:12671802   0.442623      3     12344032   3:12344032  0.0819672    0.0213041 
     3     12671802   3:12671802   0.442623      3     12344050   3:12344050   0.114754     0.102941 
     3     12671802   3:12671802   0.442623      3     12344393   3:12344393   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12344433   3:12344433   0.114754     0.102941 
     3     12671802   3:12671802   0.442623      3     12344677   3:12344677  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12344893   3:12344893   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12344957   3:12344957  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12345328   3:12345328   0.393443     0.422689 
     3     12671802   3:12671802   0.442623      3     12345332   3:12345332    0.47541     0.366803 
     3     12671802   3:12671802   0.442623      3     12345738   3:12345738  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12345894   3:12345894   0.311475     0.467161 
     3     12671802   3:12671802   0.442623      3     12345903   3:12345903    0.47541     0.366803 
     3     12671802   3:12671802   0.442623      3     12347369   3:12347369   0.131148    0.0578061 
     3     12671802   3:12671802   0.442623      3     12347375   3:12347375   0.393443     0.401362 
     3     12671802   3:12671802   0.442623      3     12347757   3:12347757   0.114754   0.00871748 
     3     12671802   3:12671802   0.442623      3     12348315   3:12348315   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12348619   3:12348619   0.114754     0.102941 
     3     12671802   3:12671802   0.442623      3     12348752   3:12348752    0.47541     0.366803 
     3     12671802   3:12671802   0.442623      3     12348879   3:12348879  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12348958   3:12348958  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12348960   3:12348960  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12349057   3:12349057    0.47541     0.366803 
     3     12671802   3:12671802   0.442623      3     12349059   3:12349059   0.114754     0.102941 
     3     12671802   3:12671802   0.442623      3     12349233   3:12349233   0.311475     0.467161 
     3     12671802   3:12671802   0.442623      3     12349253   3:12349253   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12350783   3:12350783   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12350841   3:12350841   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351004   3:12351004   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351040   3:12351040   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351081   3:12351081   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351090   3:12351090   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351093   3:12351093   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351215   3:12351215   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351284   3:12351284   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351306   3:12351306   0.311475     0.467161 
     3     12671802   3:12671802   0.442623      3     12351349   3:12351349   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351364   3:12351364   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351366   3:12351366   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351399   3:12351399   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351512   3:12351512   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351555   3:12351555    0.47541     0.268204 
     3     12671802   3:12671802   0.442623      3     12351587   3:12351587   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351618   3:12351618   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351695   3:12351695   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351752   3:12351752   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351792   3:12351792   0.377049     0.239108 
     3     12671802   3:12671802   0.442623      3     12351812   3:12351812   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12351919   3:12351919    0.42623     0.322441 
     3     12671802   3:12671802   0.442623      3     12351922   3:12351922   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12351929   3:12351929   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12351949   3:12351949    0.42623     0.322441 
     3     12671802   3:12671802   0.442623      3     12351957   3:12351957   0.327869       0.3048 
     3     12671802   3:12671802   0.442623      3     12351979   3:12351979   0.327869     0.232111 
     3     12671802   3:12671802   0.442623      3     12352006   3:12352006   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12352033   3:12352033   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12352087   3:12352087  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12352090   3:12352090   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12352138   3:12352138   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12352176   3:12352176   0.442623     0.213327 
     3     12671802   3:12671802   0.442623      3     12352221   3:12352221   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12352227   3:12352227   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12352233   3:12352233   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12352250   3:12352250   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12352257   3:12352257   0.278689     0.230686 
     3     12671802   3:12671802   0.442623      3     12352280   3:12352280   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12352281   3:12352281   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12352284   3:12352284   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12352287   3:12352287   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12352296   3:12352296   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12352299   3:12352299   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12352756   3:12352756   0.114754  0.000103745 
     3     12671802   3:12671802   0.442623      3     12353169   3:12353169  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12353182   3:12353182   0.147541   0.00894736 
     3     12671802   3:12671802   0.442623      3     12353211   3:12353211   0.131148   0.00201422 
     3     12671802   3:12671802   0.442623      3     12353316   3:12353316   0.377049     0.215691 
     3     12671802   3:12671802   0.442623      3     12353323   3:12353323   0.360656     0.185266 
     3     12671802   3:12671802   0.442623      3     12353324   3:12353324   0.360656     0.185266 
     3     12671802   3:12671802   0.442623      3     12353335   3:12353335   0.377049     0.157073 
     3     12671802   3:12671802   0.442623      3     12353349   3:12353349   0.327869       0.3048 
     3     12671802   3:12671802   0.442623      3     12353398   3:12353398  0.0983607   0.00528157 
     3     12671802   3:12671802   0.442623      3     12353454   3:12353454   0.327869     0.232111 
     3     12671802   3:12671802   0.442623      3     12353545   3:12353545   0.409836     0.292985 
     3     12671802   3:12671802   0.442623      3     12353559   3:12353559   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12353597   3:12353597   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12353600   3:12353600   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12353606   3:12353606   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12353620   3:12353620    0.47541     0.148768 
     3     12671802   3:12671802   0.442623      3     12353630   3:12353630    0.47541     0.148768 
     3     12671802   3:12671802   0.442623      3     12353647   3:12353647  0.0655738    0.0883691 
     3     12671802   3:12671802   0.442623      3     12353662   3:12353662   0.311475     0.278889 
     3     12671802   3:12671802   0.442623      3     12353671   3:12353671  0.0819672  0.000657485 
