 CHR_A         BP_A       SNP_A      MAF_A  CHR_B         BP_B       SNP_B      MAF_B           R2 
     2       873169    2:873169   0.245902      2       490309    2:490309   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       490310    2:490310   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       490422    2:490422  0.0819672    0.0114337 
     2       873169    2:873169   0.245902      2       490425    2:490425  0.0819672    0.0114337 
     2       873169    2:873169   0.245902      2       490428    2:490428  0.0819672    0.0114337 
     2       873169    2:873169   0.245902      2       490431    2:490431  0.0819672    0.0114337 
     2       873169    2:873169   0.245902      2       490435    2:490435  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490438    2:490438  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490441    2:490441  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490448    2:490448  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490449    2:490449  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490451    2:490451  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490453    2:490453  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490460    2:490460  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490461    2:490461  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490491    2:490491  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490505    2:490505  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       490681    2:490681   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       491121    2:491121   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       491217    2:491217   0.459016     0.384317 
     2       873169    2:873169   0.245902      2       491313    2:491313   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       491324    2:491324   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       491400    2:491400   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       491403    2:491403   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       491404    2:491404   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       491447    2:491447   0.442623     0.318274 
     2       873169    2:873169   0.245902      2       491448    2:491448   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       491647    2:491647  0.0819672     0.147831 
     2       873169    2:873169   0.245902      2       491842    2:491842   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       491998    2:491998   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       492288    2:492288   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       492601    2:492601   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       492647    2:492647   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       492652    2:492652   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       492661    2:492661   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       492675    2:492675   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       492690    2:492690   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       492699    2:492699   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       492727    2:492727   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       492902    2:492902   0.262295   0.00850443 
     2       873169    2:873169   0.245902      2       493123    2:493123   0.131148     0.322153 
     2       873169    2:873169   0.245902      2       493227    2:493227  0.0655738    0.0228833 
     2       873169    2:873169   0.245902      2       493399    2:493399   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       493543    2:493543  0.0819672     0.147831 
     2       873169    2:873169   0.245902      2       493548    2:493548  0.0819672     0.147831 
     2       873169    2:873169   0.245902      2       493576    2:493576   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       493593    2:493593   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       493601    2:493601   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       493621    2:493621   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       493622    2:493622   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       493623    2:493623   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       493637    2:493637   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       494253    2:494253  0.0819672     0.147831 
     2       873169    2:873169   0.245902      2       494306    2:494306   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       494820    2:494820   0.262295     0.115942 
     2       873169    2:873169   0.245902      2       494826    2:494826   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       494971    2:494971   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       495474    2:495474   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       495496    2:495496   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       495504    2:495504   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       495528    2:495528  0.0819672     0.147831 
     2       873169    2:873169   0.245902      2       495544    2:495544   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       495547    2:495547   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       495578    2:495578  0.0655738  6.35647e-06 
     2       873169    2:873169   0.245902      2       495594    2:495594  0.0655738  6.35647e-06 
     2       873169    2:873169   0.245902      2       495598    2:495598  0.0655738  6.35647e-06 
     2       873169    2:873169   0.245902      2       495608    2:495608  0.0655738  6.35647e-06 
     2       873169    2:873169   0.245902      2       495628    2:495628  0.0655738  6.35647e-06 
     2       873169    2:873169   0.245902      2       495643    2:495643  0.0655738  6.35647e-06 
     2       873169    2:873169   0.245902      2       495646    2:495646  0.0655738  6.35647e-06 
     2       873169    2:873169   0.245902      2       495688    2:495688   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       496053    2:496053   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       496275    2:496275   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       496660    2:496660    0.42623     0.342883 
     2       873169    2:873169   0.245902      2       496821    2:496821   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       497070    2:497070   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       497109    2:497109  0.0819672    0.0114337 
     2       873169    2:873169   0.245902      2       497136    2:497136   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497142    2:497142   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497154    2:497154   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497157    2:497157   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497161    2:497161   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497163    2:497163   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497184    2:497184   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497208    2:497208   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497284    2:497284   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497286    2:497286   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497311    2:497311   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497384    2:497384   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497414    2:497414   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497418    2:497418   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497423    2:497423   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497435    2:497435   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497450    2:497450   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497474    2:497474   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497486    2:497486   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497498    2:497498   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497513    2:497513   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497522    2:497522   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497528    2:497528   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497546    2:497546   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       497555    2:497555   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497576    2:497576   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497579    2:497579   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497582    2:497582   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497585    2:497585   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497595    2:497595   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497601    2:497601   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497623    2:497623   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       497715    2:497715   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       498344    2:498344   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       498347    2:498347   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       498437    2:498437   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       498438    2:498438   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       498506    2:498506   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       498536    2:498536   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       498563    2:498563   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       498590    2:498590   0.327869     0.243268 
     2       873169    2:873169   0.245902      2       498593    2:498593   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       498630    2:498630   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       498721    2:498721   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       498850    2:498850   0.131148     0.322153 
     2       873169    2:873169   0.245902      2       498871    2:498871   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       499191    2:499191  0.0983607    0.0355731 
     2       873169    2:873169   0.245902      2       499422    2:499422   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       499489    2:499489   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499491    2:499491   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499502    2:499502   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499509    2:499509   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499510    2:499510   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499520    2:499520   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499521    2:499521   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       499543    2:499543   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499579    2:499579   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499589    2:499589   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499614    2:499614   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499764    2:499764   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       499874    2:499874   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       499919    2:499919   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       499960    2:499960   0.327869     0.243268 
     2       873169    2:873169   0.245902      2       499981    2:499981   0.131148    0.0525567 
     2       873169    2:873169   0.245902      2       500112    2:500112   0.147541    0.0367924 
     2       873169    2:873169   0.245902      2       500173    2:500173   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       500215    2:500215   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       500242    2:500242   0.262295     0.758849 
     2       873169    2:873169   0.245902      2       500513    2:500513   0.180328    0.0164453 
     2       873169    2:873169   0.245902      2       500683    2:500683   0.131148    0.0525567 
     2       873169    2:873169   0.245902      2       501970    2:501970   0.147541     0.264041 
     2       873169    2:873169   0.245902      2       502613    2:502613   0.295082   0.00126578 
     2       873169    2:873169   0.245902      2       502790    2:502790   0.196721    0.0100956 
     2       873169    2:873169   0.245902      2       502891    2:502891   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       502930    2:502930   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       503468    2:503468   0.377049     0.176228 
     2       873169    2:873169   0.245902      2       503527    2:503527   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       503781    2:503781   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       503792    2:503792   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       504858    2:504858   0.327869    0.0624673 
     2       873169    2:873169   0.245902      2       505240    2:505240   0.311475    0.0366205 
     2       873169    2:873169   0.245902      2       505352    2:505352   0.327869    0.0624673 
     2       873169    2:873169   0.245902      2       505419    2:505419   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       506236    2:506236   0.393443     0.225852 
     2       873169    2:873169   0.245902      2       506453    2:506453   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       506533    2:506533    0.42623     0.438963 
     2       873169    2:873169   0.245902      2       506753    2:506753   0.393443     0.502717 
     2       873169    2:873169   0.245902      2       506816    2:506816   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       506854    2:506854   0.278689     0.105187 
     2       873169    2:873169   0.245902      2       506965    2:506965   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       507101    2:507101   0.409836     0.469565 
     2       873169    2:873169   0.245902      2       507531    2:507531   0.147541    0.0367924 
     2       873169    2:873169   0.245902      2       508630    2:508630   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       508631    2:508631   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       508779    2:508779   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       509453    2:509453   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       509807    2:509807   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       510957    2:510957   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       510992    2:510992   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       511048    2:511048   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       511065    2:511065   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       511074    2:511074  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       511234    2:511234    0.42623     0.342883 
     2       873169    2:873169   0.245902      2       511546    2:511546   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       511558    2:511558   0.229508     0.019878 
     2       873169    2:873169   0.245902      2       511637    2:511637   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       511773    2:511773   0.180328     0.106458 
     2       873169    2:873169   0.245902      2       512073    2:512073   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       512076    2:512076   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       512248    2:512248   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       512647    2:512647   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       512846    2:512846   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       512854    2:512854   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       512982    2:512982   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       513267    2:513267   0.196721    0.0100956 
     2       873169    2:873169   0.245902      2       513419    2:513419   0.409836     0.281359 
     2       873169    2:873169   0.245902      2       513537    2:513537   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       513548    2:513548  0.0819672     0.147831 
     2       873169    2:873169   0.245902      2       513717    2:513717   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       513886    2:513886   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       513931    2:513931   0.311475    0.0748411 
     2       873169    2:873169   0.245902      2       513985    2:513985   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       514241    2:514241   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       514336    2:514336    0.42623     0.342883 
     2       873169    2:873169   0.245902      2       514391    2:514391   0.327869     0.243268 
     2       873169    2:873169   0.245902      2       514758    2:514758   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       514764    2:514764   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       515056    2:515056   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       515119    2:515119   0.278689   0.00484383 
     2       873169    2:873169   0.245902      2       515189    2:515189   0.245902     0.041758 
     2       873169    2:873169   0.245902      2       515390    2:515390   0.327869    0.0624673 
     2       873169    2:873169   0.245902      2       515430    2:515430   0.229508     0.019878 
     2       873169    2:873169   0.245902      2       515527    2:515527   0.327869     0.243268 
     2       873169    2:873169   0.245902      2       515720    2:515720   0.295082    0.0172565 
     2       873169    2:873169   0.245902      2       515786    2:515786   0.295082    0.0172565 
     2       873169    2:873169   0.245902      2       515883    2:515883   0.131148     0.322153 
     2       873169    2:873169   0.245902      2       515917    2:515917   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       515970    2:515970   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516020    2:516020   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516059    2:516059   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516063    2:516063   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       516083    2:516083  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       516086    2:516086  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       516109    2:516109  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       516136    2:516136   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516139    2:516139   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516143    2:516143   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516155    2:516155   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516179    2:516179   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516181    2:516181   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516191    2:516191   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516215    2:516215   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516218    2:516218   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516229    2:516229   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516238    2:516238   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516240    2:516240   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516258    2:516258   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       516442    2:516442   0.295082    0.0172565 
     2       873169    2:873169   0.245902      2       516493    2:516493  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       516496    2:516496  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       516499    2:516499  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       516502    2:516502  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       516505    2:516505  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       516520    2:516520  0.0983607    0.0379842 
     2       873169    2:873169   0.245902      2       516525    2:516525   0.131148     0.462893 
     2       873169    2:873169   0.245902      2       516738    2:516738   0.278689   0.00484383 
     2       873169    2:873169   0.245902      2       516855    2:516855   0.311475    0.0748411 
     2       873169    2:873169   0.245902      2       516986    2:516986   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       516987    2:516987   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       517265    2:517265    0.42623     0.438963 
     2       873169    2:873169   0.245902      2       517345    2:517345   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       517348    2:517348   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       517352    2:517352   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       517366    2:517366   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       517378    2:517378   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       517393    2:517393   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       517632    2:517632   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       517662    2:517662   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       517699    2:517699   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518062    2:518062   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       518065    2:518065   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       518354    2:518354   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       518387    2:518387   0.327869     0.243268 
     2       873169    2:873169   0.245902      2       518498    2:518498   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518501    2:518501   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518535    2:518535   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       518554    2:518554   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518587    2:518587   0.327869    0.0624673 
     2       873169    2:873169   0.245902      2       518671    2:518671   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518699    2:518699   0.213115   0.00557646 
     2       873169    2:873169   0.245902      2       518709    2:518709   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518726    2:518726   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518728    2:518728   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518734    2:518734   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518744    2:518744   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518749    2:518749   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518758    2:518758   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518761    2:518761   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518766    2:518766   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518772    2:518772   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518774    2:518774   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       518777    2:518777  0.0655738     0.215205 
     2       873169    2:873169   0.245902      2       518888    2:518888   0.442623     0.410628 
     2       873169    2:873169   0.245902      2       519021    2:519021   0.295082     0.046154 
     2       873169    2:873169   0.245902      2       519329    2:519329   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519344    2:519344   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519356    2:519356   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519367    2:519367   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519370    2:519370   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519376    2:519376   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519391    2:519391   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519394    2:519394   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519409    2:519409   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519412    2:519412   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519448    2:519448   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519482    2:519482   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519484    2:519484   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519511    2:519511   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       519999    2:519999   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520032    2:520032   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520035    2:520035   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520036    2:520036   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520047    2:520047   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520056    2:520056   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520065    2:520065   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520104    2:520104   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520113    2:520113   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520138    2:520138   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520141    2:520141   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520154    2:520154   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520166    2:520166   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520187    2:520187   0.114754     0.397531 
     2       873169    2:873169   0.245902      2       520208    2:520208   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520214    2:520214   0.295082     0.301092 
     2       873169    2:873169   0.245902      2       520265    2:520265   0.163934    0.0251094 
     2       873169    2:873169   0.245902      2       520379    2:520379   0.295082     0.301092 
     2       873169    2:873169   0.245902      2       520398    2:520398   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520443    2:520443   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520444    2:520444   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520530    2:520530   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520540    2:520540   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520541    2:520541   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520542    2:520542   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520545    2:520545   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520554    2:520554   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520563    2:520563   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520569    2:520569   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520571    2:520571   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520572    2:520572   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       520827    2:520827   0.327869     0.243268 
     2       873169    2:873169   0.245902      2       520849    2:520849   0.344262     0.300016 
     2       873169    2:873169   0.245902      2       521225    2:521225   0.393443     0.225852 
     2       873169    2:873169   0.245902      2       521312    2:521312   0.344262     0.501244 
     2       873169    2:873169   0.245902      2       521358    2:521358  0.0819672    0.0291149 
     2       873169    2:873169   0.245902      2       521374    2:521374   0.131148    0.0525567 
     2       873169    2:873169   0.245902      2       521496    2:521496   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       521924    2:521924   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       521959    2:521959   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       521970    2:521970   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       521973    2:521973   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       521975    2:521975   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522033    2:522033  0.0655738  6.35647e-06 
     2       873169    2:873169   0.245902      2       522449    2:522449   0.491803     0.235813 
     2       873169    2:873169   0.245902      2       522496    2:522496   0.147541     0.165245 
     2       873169    2:873169   0.245902      2       522585    2:522585   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522599    2:522599    0.42623     0.342883 
     2       873169    2:873169   0.245902      2       522731    2:522731   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522734    2:522734   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522752    2:522752   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522773    2:522773   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522791    2:522791   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522797    2:522797   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522800    2:522800   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522818    2:522818   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522824    2:522824   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522844    2:522844   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522863    2:522863   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522875    2:522875   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522884    2:522884   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522893    2:522893   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       522902    2:522902   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       523188    2:523188   0.377049     0.429611 
     2       873169    2:873169   0.245902      2       523497    2:523497   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       523503    2:523503   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       523509    2:523509   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       523542    2:523542   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       523545    2:523545   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       523560    2:523560   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       523605    2:523605   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       523614    2:523614   0.114754    0.0740779 
     2       873169    2:873169   0.245902      2       523680    2:523680   0.114754    0.0740779 
