"","s_label","species","strain","c_label","latitude","longitude","landscape","substrate","substrate_other","substrate_temperature","ambient_temperature","substrate_moisture","ambient_humidity","photo_url","po_created_by","sampled_by","date","island"
"85","S-07432","Caenorhabditis elegans","ECA785","C-3205",20.039783,-155.441481,"Wild forest","Fruit/nut/vegetable",NA,19,23.3,NA,77.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3205.jpg","daehan.lee@northwestern.edu","daehan.lee@northwestern.edu",2017-08-17,"Big Island"
"86","S-07436","Caenorhabditis elegans","ECA786","C-2836",20.039875,-155.441608,"Wild forest","Rotting flower",NA,20.1,22.6,NA,80.5,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2836.jpg","daehan.lee@northwestern.edu","dec@u.northwestern.edu",2017-08-17,"Big Island"
"87","S-07460","Caenorhabditis elegans","ECA787","C-3205",20.039783,-155.441481,"Wild forest","Fruit/nut/vegetable",NA,19,23.3,NA,77.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3205.jpg","daehan.lee@northwestern.edu","daehan.lee@northwestern.edu",2017-08-17,"Big Island"
"88","S-07395","Caenorhabditis elegans","ECA807","C-3201",20.039869,-155.441531,"Wild forest","Fruit/nut/vegetable",NA,19.4,24,NA,78.2,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3201.jpg","daehan.lee@northwestern.edu","daehan.lee@northwestern.edu",2017-08-17,"Big Island"
"89","S-07422","Caenorhabditis elegans","ECA808","C-2824",20.039858,-155.441608,"Wild forest","Fruit/nut/vegetable",NA,20.6,22.6,NA,83.1,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2824.jpg","daehan.lee@northwestern.edu","dec@u.northwestern.edu",2017-08-17,"Big Island"
"90","S-07424","Caenorhabditis elegans","ECA809","C-3205",20.039783,-155.441481,"Wild forest","Fruit/nut/vegetable",NA,19,23.3,NA,77.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3205.jpg","daehan.lee@northwestern.edu","daehan.lee@northwestern.edu",2017-08-17,"Big Island"
"91","S-07530","Caenorhabditis elegans","ECA810","C-3151",20.039897,-155.441531,"Wild forest","Leaf litter",NA,19.8,22.6,67.5,81.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3151.jpg","erik.andersen@northwestern.edu","daehan.lee@northwestern.edu",2017-08-17,"Big Island"
"92","S-07534","Caenorhabditis elegans","ECA811","C-3151",20.039897,-155.441531,"Wild forest","Leaf litter",NA,19.8,22.6,67.5,81.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3151.jpg","erik.andersen@northwestern.edu","daehan.lee@northwestern.edu",2017-08-17,"Big Island"
"93","S-07541","Caenorhabditis elegans","ECA812","C-3143",20.039917,-155.441542,"Wild forest","Leaf litter",NA,19.8,22.6,68.5,80.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3143.jpg","erik.andersen@northwestern.edu","daehan.lee@northwestern.edu",2017-08-17,"Big Island"
"94","S-07638","Caenorhabditis elegans","ECA813","C-3143",20.039917,-155.441542,"Wild forest","Leaf litter",NA,19.8,22.6,68.5,80.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3143.jpg","erik.andersen@northwestern.edu","daehan.lee@northwestern.edu",2017-08-17,"Big Island"
"95","S-05987","Caenorhabditis elegans","ECA822","C-3133",20.038831,-155.438922,"Wild forest","Leaf litter",NA,18.7,23.3,65,75,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3133.jpg","stefanzdraljevic2018@u.northwestern.edu","stefanzdraljevic2018@u.northwestern.edu",2017-08-13,"Big Island"
"96","S-05074","Caenorhabditis tropicalis","ECA788","C-0080",21.362625,-157.779914,"Wild forest","Fruit/nut/vegetable",NA,24.4,26.7222222222222,38,76,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0080.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-03,"Oahu"
"97","S-05097","Caenorhabditis tropicalis","ECA789","C-0085",21.336056,-157.799786,"Wild forest","Rotting flower",NA,22.9,22.9,60.5,93.7,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0085.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-04,"Oahu"
"98","S-05794","Caenorhabditis tropicalis","ECA790","C-0989",22.053952,-159.367837,"Wild forest","Fruit/nut/vegetable",NA,31.8,31.5,65.5,58.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0989.jpg","steffen.hahnel@northwestern.edu","kathrynevans2015@u.northwestern.edu",2017-08-10,"Kauai"
"99","S-05799","Caenorhabditis tropicalis","ECA791","C-1083",22.193317,-159.478956,"Wild forest","Leaf litter",NA,22.6,25.3,68.5,77.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1083.jpg","steffen.hahnel@northwestern.edu","daehan.lee@northwestern.edu",2017-08-10,"Kauai"
"100","S-05800","Caenorhabditis tropicalis","ECA792","C-1083",22.193317,-159.478956,"Wild forest","Leaf litter",NA,22.6,25.3,68.5,77.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1083.jpg","steffen.hahnel@northwestern.edu","daehan.lee@northwestern.edu",2017-08-10,"Kauai"
"101","S-05918","Caenorhabditis tropicalis","ECA793","C-0923",22.194578,-159.478478,"Wild forest","Other",NA,24.5,24.2777777777778,NA,85.3,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0923.jpg","tcrombie@northwestern.edu","dec@u.northwestern.edu",2017-08-10,"Kauai"
"102","S-05795","Caenorhabditis tropicalis","ECA794","C-0989",22.053952,-159.367837,"Wild forest","Fruit/nut/vegetable",NA,31.8,31.5,65.5,58.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0989.jpg","steffen.hahnel@northwestern.edu","kathrynevans2015@u.northwestern.edu",2017-08-10,"Kauai"
"103","S-06105","Caenorhabditis tropicalis","ECA795","C-2827",19.589467,-155.068069,"Agricultural land","Rotting flower",NA,25.3,23.7,NA,68,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2827.jpg","stefanzdraljevic2018@u.northwestern.edu","stefanzdraljevic2018@u.northwestern.edu",2017-08-13,"Big Island"
"104","S-06150","Caenorhabditis tropicalis","ECA796","C-2909",19.905167,-155.139322,"Wild forest","Rotting flower",NA,28.3,27.4,NA,67.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2909.jpg","stefanzdraljevic2018@u.northwestern.edu","stefanzdraljevic2018@u.northwestern.edu",2017-08-13,"Big Island"
"105","S-06168","Caenorhabditis tropicalis","ECA797","C-2857",19.590717,-155.067906,"Agricultural land","Leaf litter",NA,26.6,28.8,68.5,65.5,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2857.jpg","stefanzdraljevic2018@u.northwestern.edu","stefanzdraljevic2018@u.northwestern.edu",2017-08-13,"Big Island"
"106","S-06192","Caenorhabditis tropicalis","ECA798","C-2915",19.906725,-155.141275,"Wild forest","Rotting flower",NA,26.6,23.3,NA,84.7,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2915.jpg","stefanzdraljevic2018@u.northwestern.edu","stefanzdraljevic2018@u.northwestern.edu",2017-08-13,"Big Island"
"107","S-06195","Caenorhabditis tropicalis","ECA799","C-2827",19.589467,-155.068069,"Agricultural land","Rotting flower",NA,25.3,23.7,NA,68,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2827.jpg","stefanzdraljevic2018@u.northwestern.edu","stefanzdraljevic2018@u.northwestern.edu",2017-08-13,"Big Island"
"108","S-06621","Caenorhabditis tropicalis","ECA800","C-1245",20.78352803,-156.0650423,"Wild forest","Rotting flower",NA,29.3,27.7,64.5,74.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1245.jpg","kathrynevans2015@u.northwestern.edu","kathrynevans2015@u.northwestern.edu",2017-08-15,"Maui"
"109","S-06622","Caenorhabditis tropicalis","ECA801","C-1245",20.78352803,-156.0650423,"Wild forest","Rotting flower",NA,29.3,27.7,64.5,74.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1245.jpg","kathrynevans2015@u.northwestern.edu","kathrynevans2015@u.northwestern.edu",2017-08-15,"Maui"
"110","S-06623","Caenorhabditis tropicalis","ECA802","C-1245",20.78352803,-156.0650423,"Wild forest","Rotting flower",NA,29.3,27.7,64.5,74.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1245.jpg","kathrynevans2015@u.northwestern.edu","kathrynevans2015@u.northwestern.edu",2017-08-15,"Maui"
"111","S-06624","Caenorhabditis tropicalis","ECA803","C-1245",20.78352803,-156.0650423,"Wild forest","Rotting flower",NA,29.3,27.7,64.5,74.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1245.jpg","kathrynevans2015@u.northwestern.edu","kathrynevans2015@u.northwestern.edu",2017-08-15,"Maui"
"112","S-06687","Caenorhabditis tropicalis","ECA804","C-0380",20.807406,-156.096654,"Wild forest","Fruit/nut/vegetable",NA,25.4,24.3,69,81.2,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0380.jpg","shannonbrady2014@u.northwestern.edu","kathrynevans2015@u.northwestern.edu",2017-08-15,"Maui"
"113","S-06690","Caenorhabditis tropicalis","ECA805","C-0380",20.807406,-156.096654,"Wild forest","Fruit/nut/vegetable",NA,25.4,24.3,69,81.2,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0380.jpg","shannonbrady2014@u.northwestern.edu","kathrynevans2015@u.northwestern.edu",2017-08-15,"Maui"
"114","S-06715","Caenorhabditis tropicalis","ECA806","C-0420",20.813647,-156.118573,"Wild forest","Leaf litter",NA,24.3,24.9,66,86.3,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0420.jpg","briana.rodriguez@northwestern.edu","kathrynevans2015@u.northwestern.edu",2017-08-15,"Maui"
"115","S-05113","C. sp. 53","ECA814","C-0029",21.380456,-157.799711,"Rural garden","Fruit/nut/vegetable",NA,26.9,27,59,79.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0029.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-04,"Oahu"
"116","S-05095","C. sp. 53","ECA815","C-0037",21.380194,-157.803497,"Rural garden","Rotting flower",NA,25.1,27.7,56,75,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0037.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-04,"Oahu"
"117","S-05103","C. sp. 53","ECA816","C-0047",21.380372,-157.799964,"Rural garden","Fruit/nut/vegetable",NA,27.3,26.3,NA,77.1,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0047.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-04,"Oahu"
"118","S-05061","C. sp. 53","ECA817","C-0053",21.351381,-157.806161,"Wild forest","Rotting flower",NA,22.5,24.7,43.5,78.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0053.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-03,"Oahu"
"119","S-05075","C. sp. 53","ECA818","C-0055",21.354133,-157.810183,"Wild forest","Rotting flower",NA,22.6,24.7,57,78.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0055.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-03,"Oahu"
"120","S-05082","C. sp. 53","ECA819","C-0065",21.349858,-157.805975,"Wild forest","Rotting flower",NA,21.8,24,46,77.8,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0065.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-03,"Oahu"
"121","S-05046","C. sp. 53","ECA820","C-0072",21.351633,-157.806033,"Wild forest","Fruit/nut/vegetable",NA,23.2,24.6666666666667,54.5,72.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0072.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-03,"Oahu"
"122","S-05114","C. sp. 53","ECA821","C-0084",21.336106,-157.799864,"Wild forest","Rotting flower",NA,22.8,22.9,50.5,95.1,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0084.jpg","erik.andersen@northwestern.edu","erik.andersen@northwestern.edu",2017-08-04,"Oahu"
"123","S-05637","C. sp. 53","ECA823","C-0257",22.071756,-159.418808,"Wild forest","Rotting flower",NA,22.4,24.7,NA,82.9,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0257.jpg","shannonbrady2014@u.northwestern.edu","erik.andersen@northwestern.edu",2017-08-09,"Kauai"
"124","S-05197","C. sp. 53","ECA824","C-0803",22.071739,-159.418614,"Wild grassland","Rotting flower",NA,23.2,24.9,NA,81,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0803.jpg","erik.andersen@northwestern.edu","dec@u.northwestern.edu",2017-08-09,"Kauai"
"125","S-05214","C. sp. 53","ECA826","C-1079",21.992203,-159.368211,"Wild forest","Rotting flower",NA,23.1,25.3,56.5,79.4,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1079.jpg","erik.andersen@northwestern.edu","briana.rodriguez@northwestern.edu",2017-08-09,"Kauai"
"126","S-07350","C. sp. 53","ECA827","C-3533",19.922528,-155.154106,"Wild forest","Rotting flower",NA,24.9,27.4,NA,67.8,"https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3533.jpg","erik.andersen@northwestern.edu","dec@u.northwestern.edu",2017-08-17,"Big Island"
